id,e0,e1,e2,e3,e4,e5,e6,e8,e7,e9,cat3
TEST_00429,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_00430,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00431,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00432,118,118,118,118,118,118,118,118,118,118,한식
TEST_00433,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00434,67,66,66,66,66,66,66,66,66,66,스케이트
TEST_00435,31,31,31,31,31,31,31,31,31,31,모텔
TEST_00436,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00437,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_00438,118,118,118,118,118,118,118,118,118,118,한식
TEST_00439,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_00440,8,8,8,8,8,8,8,8,8,8,골프
TEST_00441,118,118,118,118,118,118,118,118,118,118,한식
TEST_00442,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00443,118,118,118,118,118,118,118,118,118,118,한식
TEST_00444,15,84,84,84,84,85,84,84,84,84,유원지
TEST_00445,118,118,118,118,118,118,118,118,118,118,한식
TEST_00446,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00447,38,38,38,38,38,38,38,38,38,38,민물낚시
TEST_00448,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00449,69,69,69,69,69,69,69,69,69,69,승마
TEST_00450,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00451,8,8,8,8,8,8,8,8,8,8,골프
TEST_00452,16,16,16,16,16,16,85,16,16,16,기념탑/기념비/전망대
TEST_00453,118,118,118,118,118,118,118,118,118,118,한식
TEST_00454,118,118,118,118,118,118,118,118,118,118,한식
TEST_00455,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00456,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_00457,3,3,29,29,125,3,3,125,3,125,강
TEST_00458,118,118,118,118,118,118,118,118,118,118,한식
TEST_00459,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00460,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00461,118,118,118,118,118,118,118,118,118,118,한식
TEST_00462,118,118,118,118,118,118,118,118,118,118,한식
TEST_00463,31,31,31,31,31,31,31,31,31,31,모텔
TEST_00464,118,118,118,118,118,118,118,118,118,118,한식
TEST_00465,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00466,58,58,58,58,58,58,58,58,58,58,섬
TEST_00467,20,20,20,20,86,86,20,20,20,20,농.산.어촌 체험
TEST_00468,91,118,118,118,118,118,118,118,118,118,한식
TEST_00469,118,91,91,91,118,118,118,118,118,118,한식
TEST_00470,31,119,31,119,119,119,119,119,56,56,한옥스테이
TEST_00471,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_00472,93,93,122,93,93,93,93,93,93,93,자연생태관광지
TEST_00473,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_00474,16,82,82,82,82,82,82,82,82,82,유명건물
TEST_00475,5,116,5,5,5,5,5,5,5,5,계곡
TEST_00476,100,100,100,100,100,100,100,100,100,100,중식
TEST_00477,118,118,118,118,118,118,118,118,118,118,한식
TEST_00478,57,57,57,57,57,57,57,57,57,57,서양식
TEST_00479,118,118,118,118,118,118,118,118,118,118,한식
TEST_00480,97,97,97,97,97,97,97,97,97,97,전시관
TEST_00481,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00482,8,12,12,12,12,8,12,12,12,12,관광단지
TEST_00483,118,118,118,118,118,118,118,118,118,118,한식
TEST_00484,11,11,11,11,11,11,84,84,84,84,유원지
TEST_00485,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_00486,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_00487,71,71,71,71,71,71,71,71,71,71,썰매장
TEST_00488,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00489,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00490,53,53,53,53,53,53,53,53,53,53,농.산.어촌 체험
TEST_00491,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00492,84,84,84,84,84,3,84,84,84,84,유원지
TEST_00493,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00494,71,71,71,71,71,71,71,71,71,71,썰매장
TEST_00495,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00496,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00497,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_00498,118,118,118,118,118,118,118,118,118,118,한식
TEST_00499,118,118,118,118,118,118,118,118,118,118,한식
TEST_00500,54,54,54,0,0,0,54,54,54,54,상설시장
TEST_00501,57,57,57,57,57,57,57,57,57,57,서양식
TEST_00502,93,93,86,93,93,93,93,93,93,93,자연생태관광지
TEST_00503,118,118,118,118,118,118,118,118,118,118,한식
TEST_00504,12,12,12,12,12,12,12,12,12,12,관광단지
TEST_00505,53,53,53,53,53,53,53,53,53,53,산
TEST_00506,53,53,53,53,53,53,53,53,53,53,산
TEST_00507,118,118,118,118,118,118,118,118,118,118,한식
TEST_00508,80,124,124,124,124,124,124,124,124,124,헹글라이딩/패러글라이딩
TEST_00509,100,100,100,100,100,100,100,100,100,100,중식
TEST_00510,8,8,8,8,8,8,8,8,8,8,골프
TEST_00511,97,97,72,72,82,82,82,82,72,82,전시관
TEST_00512,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_00513,99,99,99,99,99,99,99,99,99,99,종교성지
TEST_00514,118,118,118,118,118,118,118,118,118,118,한식
TEST_00515,37,23,23,23,23,23,23,23,23,23,대형서점
TEST_00516,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_00517,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00518,118,118,118,118,118,118,118,118,118,118,한식
TEST_00519,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00520,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00521,91,91,91,91,91,91,91,91,91,91,한식
TEST_00522,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00523,25,25,25,25,25,25,25,25,25,25,도서관
TEST_00524,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00525,15,27,27,27,27,27,27,27,27,27,동상
TEST_00526,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00527,118,118,118,118,118,118,118,118,118,118,한식
TEST_00528,85,84,85,85,84,86,84,84,84,84,유적지/사적지
TEST_00529,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00530,118,118,118,118,118,118,118,118,118,118,한식
TEST_00531,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00532,111,111,111,111,111,111,111,111,111,111,테마공원
TEST_00533,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_00534,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00535,100,100,100,100,100,100,100,100,100,100,중식
TEST_00536,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00537,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00538,114,114,114,114,114,114,114,114,114,114,패밀리레스토랑
TEST_00539,53,53,53,53,53,53,53,53,53,53,산
TEST_00540,20,20,39,39,39,39,39,39,39,39,민박
TEST_00541,93,53,17,17,53,17,93,17,53,93,기암괴석
TEST_00542,57,57,57,57,57,57,57,57,57,57,서양식
TEST_00543,118,118,118,118,118,118,118,118,118,118,한식
TEST_00544,116,116,116,116,116,116,116,116,116,116,폭포
TEST_00545,25,25,25,25,25,25,25,25,25,25,도서관
TEST_00546,118,118,118,118,118,118,118,118,118,118,한식
TEST_00547,31,31,31,31,31,31,31,31,31,31,모텔
TEST_00548,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00549,118,118,118,118,118,118,118,118,118,118,한식
TEST_00550,11,11,11,11,11,93,93,11,11,11,공원
TEST_00551,44,44,44,44,44,44,44,44,44,44,박물관
TEST_00552,118,118,118,118,118,118,118,118,118,118,한식
TEST_00553,118,118,118,118,118,118,118,118,118,118,한식
TEST_00554,97,97,97,40,93,3,93,84,93,84,전시관
TEST_00555,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_00556,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_00557,7,7,7,7,7,7,7,7,7,7,고택
TEST_00558,118,118,118,118,118,118,118,118,118,118,한식
TEST_00559,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00560,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_00561,58,58,84,11,93,93,93,84,84,84,섬
TEST_00562,3,3,3,3,3,3,3,3,3,3,강
TEST_00563,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00564,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00565,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00566,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00567,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00568,118,118,118,118,118,118,118,118,118,118,한식
TEST_00569,16,16,52,52,16,52,16,52,52,52,기념탑/기념비/전망대
TEST_00570,99,99,99,99,99,99,99,99,99,99,종교성지
TEST_00571,118,118,118,118,118,118,118,118,118,118,한식
TEST_00572,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00573,118,118,118,118,118,118,118,118,118,118,한식
TEST_00574,100,100,100,100,100,100,100,100,100,100,중식
TEST_00575,20,20,86,20,86,86,86,86,86,86,이색거리
TEST_00576,118,118,118,118,118,118,118,118,118,118,한식
TEST_00577,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00578,118,118,118,118,118,118,118,118,118,118,한식
TEST_00579,38,38,3,3,3,3,3,3,3,3,강
TEST_00580,111,73,111,73,73,73,73,111,73,73,"야영장,오토캠핑장"
TEST_00581,118,118,118,118,118,118,118,118,118,118,한식
TEST_00582,118,118,118,118,118,118,118,118,118,118,한식
TEST_00583,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00584,119,126,60,83,83,83,83,83,83,83,유스호스텔
TEST_00585,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00586,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00587,96,96,96,96,96,96,96,96,96,96,전문상가
TEST_00588,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00589,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00590,20,61,61,94,94,61,61,111,93,18,테마공원
TEST_00591,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00592,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00593,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00594,8,8,8,8,8,8,8,8,8,8,골프
TEST_00595,31,31,31,31,31,31,31,31,31,31,모텔
TEST_00596,34,34,34,34,34,34,34,34,34,34,문화원
TEST_00597,5,5,5,5,5,5,5,5,5,5,계곡
TEST_00598,118,118,118,118,118,118,118,118,118,118,한식
TEST_00599,61,61,61,93,93,93,93,93,93,93,자연생태관광지
TEST_00600,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_00601,118,20,86,86,86,86,118,86,118,118,이색거리
TEST_00602,31,31,31,31,31,31,31,31,31,31,모텔
TEST_00603,85,85,85,85,85,85,85,85,85,85,기념탑/기념비/전망대
TEST_00604,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_00605,90,90,90,90,19,19,90,90,90,90,일반축제
TEST_00606,11,11,11,11,11,11,11,11,11,11,공원
TEST_00607,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_00608,57,57,57,57,57,57,57,57,57,57,서양식
TEST_00609,0,0,0,0,0,0,0,0,0,0,5일장
TEST_00610,100,100,100,100,100,100,100,100,100,100,중식
TEST_00611,118,118,118,118,118,118,118,118,118,118,한식
TEST_00612,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00613,118,118,118,118,118,118,118,118,118,118,한식
TEST_00614,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00615,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00616,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00617,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_00618,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_00619,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00620,20,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00621,84,84,11,11,11,11,11,11,11,11,공원
TEST_00622,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00623,118,118,118,118,118,118,118,118,118,118,한식
TEST_00624,118,118,118,118,118,118,118,118,118,118,한식
TEST_00625,93,93,93,93,93,127,93,93,93,93,자연생태관광지
TEST_00626,118,118,118,118,118,118,118,118,118,118,한식
TEST_00627,0,0,0,0,0,0,0,0,0,0,5일장
TEST_00628,12,12,107,12,12,107,12,107,107,107,콘도미니엄
TEST_00629,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_00630,118,118,118,118,118,118,118,118,118,118,한식
TEST_00631,118,118,118,118,118,118,118,118,118,118,한식
TEST_00632,118,118,118,118,118,118,118,118,118,118,한식
TEST_00633,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00634,119,119,31,119,119,119,119,119,119,119,한옥스테이
TEST_00635,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00636,86,20,86,86,86,86,86,86,86,86,농.산.어촌 체험
TEST_00637,118,118,118,118,118,118,118,118,118,118,한식
TEST_00638,118,118,118,118,118,118,118,118,118,118,한식
TEST_00639,44,44,44,44,44,44,44,18,44,44,박물관
TEST_00640,53,53,116,53,53,116,116,116,116,116,폭포
TEST_00641,118,118,91,118,118,91,118,118,118,118,한식
TEST_00642,66,66,66,66,66,66,66,66,66,66,스케이트
TEST_00643,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_00644,118,118,118,118,118,118,118,118,118,118,한식
TEST_00645,28,28,28,28,17,17,122,17,17,17,등대
TEST_00646,25,25,25,25,25,25,25,25,25,25,도서관
TEST_00647,53,17,17,17,122,17,122,122,121,122,기암괴석
TEST_00648,8,8,8,8,8,8,8,8,8,8,골프
TEST_00649,118,118,118,118,118,118,118,118,118,118,한식
TEST_00650,61,61,93,93,93,93,93,93,93,93,자연생태관광지
TEST_00651,16,16,16,16,16,16,16,16,16,16,기념탑/기념비/전망대
TEST_00652,11,11,11,11,11,11,84,11,11,11,공원
TEST_00653,118,118,118,118,118,118,118,118,118,118,한식
TEST_00654,38,42,42,42,42,42,42,42,42,42,바다낚시
TEST_00655,127,127,127,127,127,127,127,127,127,127,희귀동.식물
TEST_00656,58,58,58,39,58,39,39,58,20,58,섬
TEST_00657,85,7,6,6,6,6,6,6,6,6,고궁
TEST_00658,44,44,44,44,44,44,44,44,44,44,박물관
TEST_00659,118,118,118,118,118,118,118,118,118,118,한식
TEST_00660,120,120,120,120,120,120,120,120,120,120,항구/포구
TEST_00661,118,118,118,118,118,118,118,118,118,118,한식
TEST_00662,118,118,118,118,118,118,118,118,118,118,한식
TEST_00663,20,20,20,39,39,39,39,20,20,20,농.산.어촌 체험
TEST_00664,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00665,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00666,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00667,119,119,119,119,119,119,119,119,119,119,한옥스테이
TEST_00668,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00669,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00670,115,12,12,12,12,12,12,12,12,12,관광단지
TEST_00671,9,9,9,9,9,9,9,9,9,9,공연장
TEST_00672,11,11,11,93,3,3,3,93,3,93,강
TEST_00673,7,7,126,7,7,7,7,7,7,7,고택
TEST_00674,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00675,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_00676,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_00677,9,9,9,9,9,9,9,9,9,9,공연장
TEST_00678,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00679,11,11,11,11,11,11,11,11,11,11,공원
TEST_00680,15,15,15,15,15,15,15,15,15,15,기념관
TEST_00681,118,118,118,118,118,118,118,118,118,118,한식
TEST_00682,53,53,53,13,13,13,13,13,13,13,국립공원
TEST_00683,118,118,118,118,118,118,118,118,118,118,한식
TEST_00684,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_00685,118,118,118,118,118,118,118,118,118,118,한식
TEST_00686,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00687,118,118,118,118,118,118,118,118,118,118,한식
TEST_00688,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_00689,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00690,44,44,97,97,44,44,97,97,44,97,박물관
TEST_00691,10,10,10,10,10,113,113,10,10,10,특산물판매점
TEST_00692,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_00693,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00694,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00695,31,31,31,31,31,31,31,31,31,31,모텔
TEST_00696,42,121,121,121,121,121,121,121,121,121,해수욕장
TEST_00697,100,100,100,100,100,100,100,100,100,100,중식
TEST_00698,8,8,8,8,8,8,8,8,8,8,골프
TEST_00699,21,21,21,21,21,21,21,21,21,21,다리/대교
TEST_00700,91,91,91,91,91,91,91,91,91,91,일식
TEST_00701,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00702,53,53,53,53,53,53,53,53,53,53,산
TEST_00703,118,118,118,118,118,118,118,118,118,118,한식
TEST_00704,28,28,28,28,28,28,28,28,28,28,등대
TEST_00705,118,118,118,118,118,118,118,118,118,118,한식
TEST_00706,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_00707,111,86,86,86,86,86,86,86,86,86,이색거리
TEST_00708,118,118,118,118,118,118,118,118,118,118,한식
TEST_00709,118,118,118,118,118,118,118,118,118,118,한식
TEST_00710,44,44,44,44,44,44,44,44,44,44,박물관
TEST_00711,90,90,90,90,90,90,90,90,43,90,일반축제
TEST_00712,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00713,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00714,77,77,77,77,77,77,77,77,77,77,온천/욕장/스파
TEST_00715,118,118,118,118,118,118,118,118,118,118,한식
TEST_00716,44,44,44,44,44,44,44,44,44,44,박물관
TEST_00717,53,53,53,53,53,53,53,53,53,53,산
TEST_00718,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00719,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00720,97,10,10,40,40,40,40,40,40,40,민속마을
TEST_00721,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00722,118,118,118,118,118,118,118,118,118,118,한식
TEST_00723,118,118,118,118,118,118,118,118,118,118,한식
TEST_00724,85,59,72,72,72,72,72,72,72,72,안보관광
TEST_00725,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00726,11,11,11,11,84,11,84,11,11,11,공원
TEST_00727,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00728,121,121,121,121,121,121,121,121,121,121,해수욕장
TEST_00729,11,11,11,11,11,11,11,11,11,11,공원
TEST_00730,20,20,20,20,20,20,20,20,20,20,농.산.어촌 체험
TEST_00731,118,118,118,118,118,118,118,118,118,118,한식
TEST_00732,118,118,118,118,118,118,118,118,118,118,한식
TEST_00733,118,118,118,118,118,118,118,118,118,118,한식
TEST_00734,118,118,118,118,118,118,118,118,118,118,한식
TEST_00735,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00736,31,31,31,31,31,31,31,31,31,31,모텔
TEST_00737,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00738,11,97,97,97,97,97,97,97,97,97,전시관
TEST_00739,111,97,97,97,97,97,97,97,97,97,전시관
TEST_00740,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00741,97,97,97,97,97,97,97,97,97,97,전시관
TEST_00742,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00743,38,38,38,38,38,38,38,38,38,38,민물낚시
TEST_00744,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00745,61,61,61,61,61,61,61,61,61,61,수목원
TEST_00746,118,118,118,118,118,118,118,118,118,118,한식
TEST_00747,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00748,115,115,115,115,115,115,115,115,115,115,펜션
TEST_00749,112,112,112,112,112,112,112,112,112,112,트래킹
TEST_00750,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00751,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00752,118,118,118,118,118,118,118,118,118,118,한식
TEST_00753,53,53,53,53,53,53,24,24,24,53,산
TEST_00754,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_00755,118,118,118,118,118,118,118,118,118,118,한식
TEST_00756,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00757,112,20,112,112,112,112,112,112,112,112,이색거리
TEST_00758,3,3,3,3,3,3,3,3,3,3,강
TEST_00759,53,53,53,53,53,53,53,53,53,53,산
TEST_00760,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_00761,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_00762,118,118,118,118,118,118,118,118,118,118,한식
TEST_00763,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00764,86,19,86,19,86,19,105,105,105,105,전문상가
TEST_00765,31,119,31,119,119,119,119,119,119,119,한옥스테이
TEST_00766,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_00767,85,85,85,85,85,85,85,85,85,85,유적지/사적지
TEST_00768,5,5,5,5,5,5,5,5,5,5,계곡
TEST_00769,90,90,90,43,90,90,105,90,105,90,컨벤션
TEST_00770,37,37,37,37,37,37,37,37,37,37,미술관/화랑
TEST_00771,118,118,118,118,118,118,118,118,118,118,한식
TEST_00772,41,41,41,41,41,41,41,41,41,41,바/까페
TEST_00773,52,52,52,52,52,52,52,52,52,52,사찰
TEST_00774,118,118,118,118,118,118,118,118,118,118,한식
TEST_00775,82,82,82,82,82,53,82,82,82,82,유명건물
TEST_00776,77,77,77,77,77,77,77,77,77,77,온천/욕장/스파
TEST_00777,11,11,11,11,11,82,11,11,11,11,유명건물
TEST_00778,85,52,52,52,52,52,14,52,52,52,유적지/사적지
TEST_00779,118,118,118,118,118,118,118,118,118,118,한식
TEST_00780,100,100,100,100,100,100,100,100,100,100,중식
TEST_00781,97,113,113,113,113,113,113,113,113,113,특산물판매점
TEST_00782,3,3,3,3,3,3,3,3,3,3,강
TEST_00783,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00784,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00785,54,54,54,54,54,54,54,54,54,54,상설시장
TEST_00786,80,80,80,80,80,80,80,80,80,80,윈드서핑/제트스키
TEST_00787,73,73,73,73,73,73,73,73,73,73,"야영장,오토캠핑장"
TEST_00788,44,44,44,44,44,44,44,44,44,44,박물관
TEST_00789,4,96,30,30,30,30,30,30,30,30,면세점
TEST_00790,118,118,118,118,118,118,118,118,118,118,한식
TEST_00791,118,118,118,118,118,118,118,118,118,118,한식
TEST_00792,25,25,25,25,25,25,25,25,25,25,도서관
TEST_00793,7,119,126,7,7,119,119,7,119,119,고택
TEST_00794,99,99,99,99,99,99,99,99,99,99,종교성지
TEST_00795,91,91,91,91,91,91,91,91,91,91,일식
TEST_00796,118,118,118,118,118,118,118,118,118,118,한식
TEST_00797,90,90,90,90,90,90,90,90,90,90,일반축제
TEST_00798,86,86,86,86,86,86,86,86,86,86,이색거리
TEST_00799,118,118,118,118,118,118,118,118,118,118,한식
TEST_00800,82,82,82,82,82,82,82,82,82,82,유명건물
TEST_00801,44,44,44,44,44,44,44,44,44,44,박물관
TEST_00802,121,121,121,121,121,121,121,121,121,121,해수욕장
