,nomal,focal
1076,한식,한식
1077,이색거리,이색거리
1078,한식,한식
1079,유원지,유원지
1080,한식,한식
1081,유적지/사적지,유적지/사적지
1082,한식,한식
1083,한식,한식
1084,"야영장,오토캠핑장","야영장,오토캠핑장"
1085,이색거리,이색거리
1086,한옥스테이,한옥스테이
1087,서양식,서양식
1088,일반축제,일반축제
1089,바/까페,바/까페
1090,기념탑/기념비/전망대,기념탑/기념비/전망대
1091,유원지,유원지
1092,이색거리,이색거리
1093,이색거리,이색거리
1094,한식,한식
1095,펜션,펜션
1096,외국문화원,외국문화원
1097,기타행사,기타행사
1098,중식,중식
1099,한식,한식
1100,미술관/화랑,미술관/화랑
1101,"야영장,오토캠핑장","야영장,오토캠핑장"
1102,문화원,문화원
1103,게스트하우스,게스트하우스
1104,산,산
1105,한옥스테이,한옥스테이
1106,"야영장,오토캠핑장","야영장,오토캠핑장"
1107,수목원,수목원
1108,전문상가,전문상가
1109,골프,골프
1110,상설시장,상설시장
1111,승마,윈드서핑/제트스키
1112,"야영장,오토캠핑장","야영장,오토캠핑장"
1113,전시관,전시관
1114,"야영장,오토캠핑장","야영장,오토캠핑장"
1115,펜션,펜션
1116,항구/포구,항구/포구
1117,중식,중식
1118,5일장,5일장
1119,일반축제,일반축제
1120,한식,한식
1121,한식,한식
1122,한식,한식
1123,한식,한식
1124,대형서점,대형서점
1125,기타,기타
1126,유람선/잠수함관광,유람선/잠수함관광
1127,한옥스테이,한옥스테이
1128,서양식,서양식
1129,"야영장,오토캠핑장","야영장,오토캠핑장"
1130,성,성
1131,바/까페,바/까페
1132,산,산
1133,유적지/사적지,유적지/사적지
1134,유적지/사적지,유적지/사적지
1135,이색거리,이색거리
1136,"야영장,오토캠핑장","야영장,오토캠핑장"
1137,"야영장,오토캠핑장","야영장,오토캠핑장"
1138,한식,한식
1139,바/까페,미술관/화랑
1140,한옥스테이,한옥스테이
1141,공원,공원
1142,한식,한식
1143,민속마을,민속마을
1144,한식,한식
1145,기념탑/기념비/전망대,기념탑/기념비/전망대
1146,상설시장,상설시장
1147,한식,한식
1148,일반축제,일반축제
1149,한식,한식
1150,자연생태관광지,자연생태관광지
1151,이색거리,이색거리
1152,"야영장,오토캠핑장","야영장,오토캠핑장"
1153,이색거리,이색거리
1154,상설시장,바/까페
1155,박물관,박물관
1156,한식,한식
1157,펜션,펜션
1158,바/까페,바/까페
1159,한식,한식
1160,서양식,서양식
1161,수목원,수목원
1162,한식,한식
1163,바/까페,바/까페
1164,한식,한식
1165,바/까페,바/까페
1166,해수욕장,해수욕장
1167,박람회,기타행사
1168,한식,한식
1169,섬,섬
1170,한옥스테이,한옥스테이
1171,중식,중식
1172,한식,한식
1173,일식,일식
1174,민물낚시,민물낚시
1175,성,성
1176,일반축제,일반축제
1177,이색거리,이색거리
1178,항구/포구,항구/포구
1179,일반축제,일반축제
1180,"야영장,오토캠핑장","야영장,오토캠핑장"
1181,서양식,서양식
1182,모텔,모텔
1183,농.산.어촌 체험,농.산.어촌 체험
1184,사찰,사찰
1185,문,문
1186,한식,일식
1187,유원지,유원지
1188,농.산.어촌 체험,자연휴양림
1189,상설시장,상설시장
1190,민물낚시,민물낚시
1191,도서관,도서관
1192,산,산
1193,상설시장,상설시장
1194,수목원,테마공원
1195,전문상가,전문상가
1196,유원지,공원
1197,관광단지,관광단지
1198,한식,한식
1199,한식,한식
1200,일반축제,일반축제
1201,공원,공원
1202,한식,한식
1203,트래킹,트래킹
1204,산,산
1205,한식,한식
1206,한식,한식
1207,한식,한식
1208,한식,한식
1209,전문상가,전문상가
1210,바다낚시,바다낚시
1211,전시관,전시관
1212,한식,한식
1213,한식,한식
1214,서양식,서양식
1215,한식,한식
1216,바/까페,바/까페
1217,섬,섬
1218,강,자연생태관광지
1219,미술관/화랑,미술관/화랑
1220,전문상가,전문상가
1221,이색거리,이색거리
1222,종교성지,종교성지
1223,한식,한식
1224,한식,한식
1225,바/까페,바/까페
1226,자연휴양림,자연휴양림
1227,모텔,모텔
1228,바/까페,바/까페
1229,유적지/사적지,유적지/사적지
1230,한옥스테이,한옥스테이
1231,기념관,전시관
1232,"야영장,오토캠핑장","야영장,오토캠핑장"
1233,한식,한식
1234,한식,한식
1235,민물낚시,민물낚시
1236,"야영장,오토캠핑장","야영장,오토캠핑장"
1237,모텔,모텔
1238,한옥스테이,한옥스테이
1239,한식,한식
1240,한옥스테이,한옥스테이
1241,한식,한식
1242,한식,한식
1243,공연장,공연장
1244,유원지,유명건물
1245,이색거리,이색거리
1246,약수터,약수터
1247,펜션,펜션
1248,한식,한식
1249,기념탑/기념비/전망대,기념탑/기념비/전망대
1250,서양식,한식
1251,이색거리,이색거리
1252,중식,중식
1253,한식,한식
1254,바/까페,바/까페
1255,해수욕장,해수욕장
1256,공원,공원
1257,서양식,서양식
1258,자연생태관광지,자연생태관광지
1259,농.산.어촌 체험,농.산.어촌 체험
1260,한식,한식
1261,테마공원,테마공원
1262,관광단지,관광단지
1263,한식,한식
1264,농.산.어촌 체험,농.산.어촌 체험
1265,생가,생가
1266,국립공원,국립공원
1267,한식,한식
1268,해수욕장,해수욕장
1269,한옥스테이,한옥스테이
1270,바/까페,바/까페
1271,박물관,박물관
1272,상설시장,상설시장
1273,펜션,펜션
1274,유적지/사적지,산
1275,한식,한식
1276,종교성지,종교성지
1277,자연생태관광지,산
1278,다리/대교,다리/대교
1279,생가,생가
1280,한식,한식
1281,한식,한식
1282,전문상가,전문상가
1283,전시관,전시관
1284,유적지/사적지,종교성지
1285,한식,한식
1286,상설시장,상설시장
1287,전문상가,전문상가
1288,기타,농.산.어촌 체험
1289,농.산.어촌 체험,농.산.어촌 체험
1290,한식,한식
1291,성,성
1292,문,동상
1293,한식,한식
1294,유원지,유원지
1295,산,산
1296,한식,한식
1297,"야영장,오토캠핑장","야영장,오토캠핑장"
1298,"야영장,오토캠핑장","야영장,오토캠핑장"
1299,상설시장,상설시장
1300,"야영장,오토캠핑장","야영장,오토캠핑장"
1301,트래킹,트래킹
1302,펜션,펜션
1303,해수욕장,해수욕장
1304,일반축제,일반축제
1305,국립공원,국립공원
1306,한식,한식
1307,일반축제,일반축제
1308,테마공원,테마공원
1309,한식,한식
1310,한옥스테이,한옥스테이
1311,한식,한식
1312,해수욕장,해수욕장
1313,펜션,펜션
1314,유원지,유원지
1315,계곡,계곡
1316,펜션,펜션
1317,박물관,박물관
1318,콘도미니엄,콘도미니엄
1319,일반축제,일반축제
1320,유적지/사적지,유적지/사적지
1321,한식,한식
1322,유적지/사적지,유적지/사적지
1323,한식,한식
1324,기타,기타
1325,서양식,서양식
1326,"야영장,오토캠핑장","야영장,오토캠핑장"
1327,중식,중식
1328,"야영장,오토캠핑장","야영장,오토캠핑장"
1329,한식,한식
1330,모텔,모텔
1331,사찰,산
1332,한식,한식
1333,공원,공원
1334,트래킹,트래킹
1335,상설시장,상설시장
1336,유적지/사적지,유적지/사적지
1337,한식,한식
1338,섬,섬
1339,고택,고택
1340,"야영장,오토캠핑장","야영장,오토캠핑장"
1341,관광단지,관광단지
1342,한식,한식
1343,전시관,전시관
1344,전시관,전시관
1345,펜션,펜션
1346,한옥스테이,한옥스테이
1347,이색거리,이색거리
1348,중식,중식
1349,한옥스테이,한옥스테이
1350,농.산.어촌 체험,농.산.어촌 체험
1351,산,산
1352,농.산.어촌 체험,농.산.어촌 체험
1353,공원,유원지
1354,대형서점,대형서점
1355,유적지/사적지,유적지/사적지
1356,기암괴석,자연생태관광지
1357,일반축제,일반축제
1358,사찰,사찰
1359,골프,골프
1360,한식,한식
1361,고궁,유적지/사적지
1362,자연휴양림,자연휴양림
1363,산,산
1364,바/까페,바/까페
1365,펜션,펜션
1366,해수욕장,해수욕장
1367,트래킹,트래킹
1368,펜션,펜션
1369,"야영장,오토캠핑장","야영장,오토캠핑장"
1370,5일장,5일장
1371,유적지/사적지,유적지/사적지
1372,일식,일식
1373,기념관,전시관
1374,기념탑/기념비/전망대,기념탑/기념비/전망대
1375,유람선/잠수함관광,모텔
1376,유원지,전시관
1377,한식,한식
1378,게스트하우스,게스트하우스
1379,이색거리,이색거리
1380,전시관,이색거리
1381,한식,펜션
1382,5일장,5일장
1383,한식,한식
1384,5일장,5일장
1385,한식,한식
1386,섬,섬
1387,해수욕장,해수욕장
1388,기타행사,기타행사
1389,일반축제,일반축제
1390,한식,한식
1391,유람선/잠수함관광,유람선/잠수함관광
1392,자연생태관광지,산
1393,유원지,공원
1394,계곡,계곡
1395,"야영장,오토캠핑장","야영장,오토캠핑장"
1396,상설시장,상설시장
1397,기타행사,기타행사
1398,바/까페,바/까페
1399,골프,골프
1400,민물낚시,민물낚시
1401,한식,한식
1402,한식,한식
1403,한식,한식
1404,중식,중식
1405,"야영장,오토캠핑장","야영장,오토캠핑장"
1406,"야영장,오토캠핑장","야영장,오토캠핑장"
1407,모텔,모텔
1408,기타,기타
1409,한식,한식
1410,농.산.어촌 체험,농.산.어촌 체험
1411,"야영장,오토캠핑장","야영장,오토캠핑장"
1412,미술관/화랑,미술관/화랑
1413,바/까페,바/까페
1414,유적지/사적지,유적지/사적지
1415,한식,한식
1416,한식,한식
1417,계곡,계곡
1418,전시관,전시관
1419,한식,한식
1420,한식,한식
1421,일반축제,일반축제
1422,사찰,사찰
1423,유원지,유원지
1424,한옥스테이,모텔
1425,농.산.어촌 체험,농.산.어촌 체험
1426,한식,한식
1427,기념관,생가
1428,스키(보드) 렌탈샵,스키(보드) 렌탈샵
1429,공원,공원
1430,미술관/화랑,미술관/화랑
1431,한식,한식
1432,"야영장,오토캠핑장","야영장,오토캠핑장"
1433,수련시설,수련시설
1434,한식,한식
1435,한식,한식
1436,"야영장,오토캠핑장","야영장,오토캠핑장"
1437,유원지,자연생태관광지
1438,자연생태관광지,자연생태관광지
1439,한식,한식
1440,펜션,펜션
1441,사찰,사찰
1442,농.산.어촌 체험,농.산.어촌 체험
1443,섬,섬
1444,이색거리,이색거리
1445,유적지/사적지,유적지/사적지
1446,산,산
1447,전문상가,전문상가
1448,자동차경주,자동차경주
1449,한식,한식
1450,한옥스테이,한옥스테이
1451,트래킹,트래킹
1452,한옥스테이,모텔
1453,일반축제,일반축제
1454,수목원,수목원
1455,한식,한식
1456,전시관,전시관
1457,상설시장,상설시장
1458,일반축제,일반축제
1459,미술관/화랑,미술관/화랑
1460,요트,요트
1461,바다낚시,테마공원
1462,한식,한식
1463,일반축제,일반축제
1464,한옥스테이,한옥스테이
1465,"야영장,오토캠핑장","야영장,오토캠핑장"
1466,"야영장,오토캠핑장","야영장,오토캠핑장"
1467,유적지/사적지,유적지/사적지
1468,농.산.어촌 체험,농.산.어촌 체험
1469,한식,한식
1470,모텔,모텔
1471,골프,골프
1472,기타행사,전문상가
1473,전문상가,전문상가
1474,유명건물,유명건물
1475,"야영장,오토캠핑장","야영장,오토캠핑장"
1476,한옥스테이,한옥스테이
1477,이색거리,이색거리
1478,전시관,전시관
1479,바/까페,바/까페
1480,"야영장,오토캠핑장","야영장,오토캠핑장"
1481,유명건물,유명건물
1482,서양식,채식전문점
1483,일반축제,일반축제
1484,썰매장,썰매장
1485,유적지/사적지,유적지/사적지
1486,바/까페,바/까페
1487,한식,한식
1488,한식,한식
1489,펜션,펜션
1490,농.산.어촌 체험,농.산.어촌 체험
1491,"야영장,오토캠핑장","야영장,오토캠핑장"
1492,한옥스테이,한옥스테이
1493,공원,공원
1494,농.산.어촌 체험,농.산.어촌 체험
1495,도서관,도서관
1496,기암괴석,사찰
1497,모텔,모텔
1498,산,산
1499,한식,한식
1500,문,유적지/사적지
1501,바/까페,바/까페
1502,승마,승마
1503,"야영장,오토캠핑장","야영장,오토캠핑장"
1504,박물관,박물관
1505,수목원,수목원
1506,5일장,5일장
1507,트래킹,트래킹
1508,"야영장,오토캠핑장",자연휴양림
1509,"야영장,오토캠핑장","야영장,오토캠핑장"
1510,서양식,패밀리레스토랑
1511,"야영장,오토캠핑장","야영장,오토캠핑장"
1512,관광단지,유원지
1513,바/까페,바/까페
1514,바/까페,바/까페
1515,일반축제,일반축제
1516,미술관/화랑,미술관/화랑
1517,"야영장,오토캠핑장","야영장,오토캠핑장"
1518,"야영장,오토캠핑장","야영장,오토캠핑장"
1519,트래킹,트래킹
1520,기념탑/기념비/전망대,기념탑/기념비/전망대
1521,한옥스테이,한옥스테이
1522,전문상가,전문상가
1523,기념탑/기념비/전망대,기념탑/기념비/전망대
1524,한식,한식
1525,바/까페,바/까페
1526,한식,한식
1527,등대,등대
1528,도서관,도서관
1529,일반축제,일반축제
1530,농.산.어촌 체험,농.산.어촌 체험
1531,한식,한식
1532,한식,한식
1533,한식,한식
1534,한식,한식
1535,한옥스테이,한옥스테이
1536,항구/포구,항구/포구
1537,계곡,계곡
1538,사찰,사찰
1539,농.산.어촌 체험,해수욕장
1540,한식,한식
1541,농.산.어촌 체험,농.산.어촌 체험
1542,한식,바/까페
1543,중식,중식
1544,"야영장,오토캠핑장","야영장,오토캠핑장"
1545,한식,한식
